NAME,MONTH,CITY,STATE,ZIP_CODE,MESSAGE_COUNT
Every Nation NYC,2021-06-01 00:00:00.000 Z,New York,NY,10019,1918
Montco Bible Fellowship ,2024-01-01 00:00:00.000 Z,Lansdale,PA,19446,51
Montco Bible Fellowship ,2023-04-01 00:00:00.000 Z,Lansdale,PA,19446,34
Willowbrook Park Baptist Church,2023-09-01 00:00:00.000 Z,Staten Island,NY,10314,4685
Living Manna Online Church,2024-06-01 00:00:00.000 Z,Owens Cross Roads,AL,35763,73959
Cornerstone Baptist Church,2025-01-01 00:00:00.000 Z,Madras,OR,,68
Death2Life.com | A Refuge For The Hopeless ,2023-12-01 00:00:00.000 Z,Boulder,CO,80302,2478
Rockhaven Ministries Inc,2022-12-01 00:00:00.000 Z,Plano,TX,75023,35
First Baptist Nipomo ,2023-11-01 00:00:00.000 Z,Nipomo,CA,93444,511
Kingdom Life Worship Temple,2024-04-01 00:00:00.000 Z,Clayton,DE,19938,2258
Lake Effect Church / Stello Grove,2023-12-01 00:00:00.000 Z,Grand Rapids,MI,49504,78
Haltom City Christian Church,2023-06-01 00:00:00.000 Z,Haltom City,TX,76117,25
Every Nation NYC,2024-10-01 00:00:00.000 Z,New York,NY,10019,4106
Willowbrook Park Baptist Church,2022-04-01 00:00:00.000 Z,Staten Island,NY,10314,2172
Trinity Church Streetsville,2024-08-01 00:00:00.000 Z,Mississauga,NY,ON L5M 1K5,1802
Bethany  Assembly,2024-10-01 00:00:00.000 Z,Adrian,MI,49221,382
Death2Life.com | A Refuge For The Hopeless ,2024-03-01 00:00:00.000 Z,Boulder,CO,80302,3342
Cornerstone Baptist Church,2023-06-01 00:00:00.000 Z,Madras,OR,,160
Roots to Recovery,2023-05-01 00:00:00.000 Z,,,,179
Lely Presbyterian Church,2023-12-01 00:00:00.000 Z,Naples,FL,34113,12335
Hometown Church,2024-08-01 00:00:00.000 Z,Bloomington,MN,55425,401
Living Water,2024-08-01 00:00:00.000 Z,Cameron,WI,54822,28629
First United Methodist Church of Mount Sterling,2024-10-01 00:00:00.000 Z,Mount Sterling,OH,43143,110
First Baptist Madison,2024-12-01 00:00:00.000 Z,Madison,MS,39110,24644
Illuminate Community Church,2024-12-01 00:00:00.000 Z,Midlothian,VA,23113,18855
"First Baptist Church of Winnsboro, LA",2024-08-01 00:00:00.000 Z,Winnsboro,LA,71295,6313
Village Church - Calgary,2023-09-01 00:00:00.000 Z,Calgary,WA,,1563
Bridgeway Christian Church,2024-02-01 00:00:00.000 Z,Roseville,CA,95661,2519
Redeemed Life Center ,2024-02-01 00:00:00.000 Z,Madison,AL,35758,25
Montco Bible Fellowship ,2023-06-01 00:00:00.000 Z,Lansdale,PA,19446,55
Parkwood Gospel Church,2022-12-01 00:00:00.000 Z,Detroit,MI,48243,523
West Logan Church,2024-02-01 00:00:00.000 Z,Logan,WV,25601,2605
Iglesia Su Presencia,2024-02-01 00:00:00.000 Z,Milwaukee,WI,53228,1428
Springerton Church of Jesus Christ,2024-09-01 00:00:00.000 Z,Springerton,IL,62887,4141
Epic Life Dallas,2023-10-01 00:00:00.000 Z,Lancaster,TX,75134,1009
Victory Shiloh Apostolic Church,2024-01-01 00:00:00.000 Z,Brooklyn,NY,11236,736
VIVA Church,2024-04-01 00:00:00.000 Z,Orlando,FL,32824,159
Springdale First Assembly ,2024-06-01 00:00:00.000 Z,Springdale,AR,72764,56
Hometown Church,2023-12-01 00:00:00.000 Z,Bloomington,MN,55425,181
Elmwood Avenue Church of God,2024-03-01 00:00:00.000 Z,Providence,RI,02907,2473
Sierra Bible Church,2023-06-01 00:00:00.000 Z,Sonora,CA,95370,26
Anchored Pentecostal Tabernacle Apostolic,2024-03-01 00:00:00.000 Z,Ocala,FL,34471,222
Intertwined,2023-03-01 00:00:00.000 Z,Harrisburg,PA,17110,144
St. Andrew Church (EPC),2024-08-01 00:00:00.000 Z,Auburn,IN,46706,61
Elmwood Avenue Church of God,2024-06-01 00:00:00.000 Z,Providence,RI,02907,2572
The Purpose Church ,2024-08-01 00:00:00.000 Z,Syracuse,NY,13219,265
Grace Covenant Church (East Lincoln),2023-11-01 00:00:00.000 Z,Denver,NC,28037,1212
Mountain View Church ,2024-06-01 00:00:00.000 Z,Fresno,CA,93727,149
First Baptist Nipomo ,2024-04-01 00:00:00.000 Z,Nipomo,CA,93444,818
Summit Pentecostal Church,2024-02-01 00:00:00.000 Z,Stow,OH,44224,448
Lifehouse Church - Frederick,2024-04-01 00:00:00.000 Z,Frederick,MD,21704,3405
Intertwined,2023-05-01 00:00:00.000 Z,Harrisburg,PA,17110,341
Haltom City Christian Church,2024-07-01 00:00:00.000 Z,Haltom City,TX,76117,46
Valley Vineyard,2024-03-01 00:00:00.000 Z,Reseda,CA,91335,62
Trinity Missionary Church,2024-07-01 00:00:00.000 Z,Constantine,MI,49042,206
Haltom City Christian Church,2023-11-01 00:00:00.000 Z,Haltom City,TX,76117,104
Freedom Life Church,2024-03-01 00:00:00.000 Z,Milton,PA,17847,6
Riverside Church,2024-11-01 00:00:00.000 Z,Sioux Falls,SD,57103,233
Mt. Hermon Baptist Church,2024-02-01 00:00:00.000 Z,Durham,NC,27703,180
Lakeport Wesleyan Church,2024-03-01 00:00:00.000 Z,Fort Gratiot,MI,48059,509
Encounter Community Church,2022-11-01 00:00:00.000 Z,Torrance,CA,90504,232
The Life Church - Dallas,2024-04-01 00:00:00.000 Z,Dallas,TX,75287,117
Lakeport Wesleyan Church,2024-10-01 00:00:00.000 Z,Fort Gratiot,MI,48059,591
Briggs Road Evangelical Free Church,2023-03-01 00:00:00.000 Z,Elkhorn,WI,53121,133
Springdale First Assembly ,2023-09-01 00:00:00.000 Z,Springdale,AR,72764,5
St. Andrew Church (EPC),2024-07-01 00:00:00.000 Z,Auburn,IN,46706,48
Northwood Church,2022-12-01 00:00:00.000 Z,Summerville,SC,29486,75
Montco Bible Fellowship ,2024-03-01 00:00:00.000 Z,Lansdale,PA,19446,64
Montco Bible Fellowship ,2024-02-01 00:00:00.000 Z,Lansdale,PA,19446,100
"A New Day Ministries of Houston, Inc",2023-05-01 00:00:00.000 Z,Houston,TX,77095,61
Cornerstone Baptist Church,2022-12-01 00:00:00.000 Z,Madras,OR,,605
Bladensburg sda.org,2023-03-01 00:00:00.000 Z,Bowie,MD,20720,15
Hometown Church,2023-03-01 00:00:00.000 Z,Bloomington,MN,55425,11
Haltom City Christian Church,2024-02-01 00:00:00.000 Z,Haltom City,TX,76117,37
His Dwelling Place,2023-08-01 00:00:00.000 Z,Huntsville,AL,35801,1
Cornerstone Baptist Church,2024-02-01 00:00:00.000 Z,Madras,OR,,145
VIVA Church,2023-03-01 00:00:00.000 Z,Orlando,FL,32824,7
Restoration Church Franklin,2021-08-01 00:00:00.000 Z,Franklin,KY,,9
Alive church ,2023-07-01 00:00:00.000 Z,National City,CA,91950,24
Grace Point Church,2022-08-01 00:00:00.000 Z,Topeka,KS,66604-2314,8
Turning Point Church,2023-01-01 00:00:00.000 Z,Bonita Springs,FL,34134-0937,13
The Forge Student Ministry,2023-10-01 00:00:00.000 Z,Dobson,NC,27017,6
Dayspring A Church Alive,2024-01-01 00:00:00.000 Z,Frenchburg,KY,40322,3
Perfected Tabernacle of Praise,2025-01-01 00:00:00.000 Z,Greenwood,SC,29646,78
NATION SHAKERS LIVE OUTREACH ,2023-07-01 00:00:00.000 Z,Savannah,GA,31405,2
First Christian Church Cocoa Beach,2024-08-01 00:00:00.000 Z,Cocoa Beach,FL,,1
Hale Methodist,2025-02-01 00:00:00.000 Z,Hale,MI,48739,372
Covenant Life Church,2023-05-01 00:00:00.000 Z,Jeffersonville,IN,47130,2
Glory Baptist Church ,2024-05-01 00:00:00.000 Z,Indianapolis,IN,46203,2
Sophia Church of God,2024-06-01 00:00:00.000 Z,Sophia,WV,25921,4
Faith bible Church,2023-08-01 00:00:00.000 Z,Millersburg,OH,44654,4
The Gathering Place of Cartersville,2023-10-01 00:00:00.000 Z,Cedartown,GA,30125,1
Ashley Harki,2023-10-01 00:00:00.000 Z,Columbia,SC,29201,4
Believe Christian Church,2025-02-01 00:00:00.000 Z,Columbus,OH,43232,311
Alive church ,2023-08-01 00:00:00.000 Z,National City,CA,91950,2
Buford Church of God,2022-06-01 00:00:00.000 Z,Buford,GA,30518,5
Apostolic Tabernacle of the Felicianas ,2025-01-01 00:00:00.000 Z,Jackson,LA,70748,3465
PGC Family,2025-01-01 00:00:00.000 Z,Miramar,FL,33025,9663
Greater Church Concord: A Chosen Assembly,2025-01-01 00:00:00.000 Z,Winston-Salem,NC,27103,1100
Anchor Church,2025-01-01 00:00:00.000 Z,Boynton Beach,FL,33436,7906
Faith 2 Faith Glory 2 Glory Church ,2025-01-01 00:00:00.000 Z,Spartanburg,SC,29302,1749
Eastern Section of the Illinios District of the Assemblies of God,2025-01-01 00:00:00.000 Z,Carlinville,IL,62626,847
New Testament Church of Perry,2024-02-01 00:00:00.000 Z,Perry,NY,14530,129
Calvary Seventh-day Adventist Church,2024-10-01 00:00:00.000 Z,Davenport,IA,52804,384
Iglesia Ciudad de Gracia,2024-10-01 00:00:00.000 Z,Chicago,IL,60609,504
Influence International Church,2023-06-01 00:00:00.000 Z,Garland,TX,75040-8007,1051
GSTB,2023-04-01 00:00:00.000 Z,Rome,GA,30165,85
Southeast Community Church,2023-11-01 00:00:00.000 Z,Kingsland,GA,31548,1707
Edinboro Community Church,2024-07-01 00:00:00.000 Z,Edinboro,PA,16412,1111
Table,2024-07-01 00:00:00.000 Z,Shelton,CT,06484,13
First Assembly of God,2023-09-01 00:00:00.000 Z,Oskaloosa,IA,52577,42
Limitless Generation Global Ministries ,2024-02-01 00:00:00.000 Z,Decatur,GA,30034,82
Cornerstone Bible Fellowship,2023-02-01 00:00:00.000 Z,Sherwood,AR,72120,81
Paradigm Church ,2024-06-01 00:00:00.000 Z,Norman,OK,73072,6074
New Bethel Baptist Church,2024-01-01 00:00:00.000 Z,Evansville,IN,47712,437
Hope Hub,2023-07-01 00:00:00.000 Z,Atlanta,GA,30319,114
First Baptist Church ,2024-01-01 00:00:00.000 Z,Arkansas City,KS,67005,106
500 North Church,2023-11-01 00:00:00.000 Z,Edinburgh,IN,46124,201
Rise Up Ministries Mississippi,2024-01-01 00:00:00.000 Z,Ackerman,MS,39735,156
Paradigm Church ,2023-12-01 00:00:00.000 Z,Norman,OK,73072,4420
Christ Episcopal Church,2024-02-01 00:00:00.000 Z,Berwick,PA,18603,1042
Greater Faith Grace Bible Church,2022-07-01 00:00:00.000 Z,Rialto,CA,92377,4482
Grace Life Community Church,2022-07-01 00:00:00.000 Z,Bristow,VA,20136,22
Eleventh Element,2022-08-01 00:00:00.000 Z,Boynton Beach,FL,33435,984
Church3TwentyOne,2022-11-01 00:00:00.000 Z,Sylvania,OH,43560,145
Greater Faith Grace Bible Church,2022-05-01 00:00:00.000 Z,Rialto,CA,92377,2130
KBI Church ,2023-12-01 00:00:00.000 Z,Olympia,WA,98502,97
Made for Mas,2024-08-01 00:00:00.000 Z,Allentown,PA,18102,149
Three Creeks Church,2024-10-01 00:00:00.000 Z,Columbus,OH,43230,2421
Christ Church*,2024-10-01 00:00:00.000 Z,Rockaway,NJ,07866,236
New Hope Church of the Nazarene,2024-01-01 00:00:00.000 Z,Princeton,IL,61356,10432
Fearless,2023-08-01 00:00:00.000 Z,Los Angeles,CA,90015,62238
Journey Church Livonia,2024-08-01 00:00:00.000 Z,Livonia,MI,48154,152
Loretto Methodist Church,2024-04-01 00:00:00.000 Z,Loretto,TN,38469,5072
Iglesia Ciudad de Gracia,2024-08-01 00:00:00.000 Z,Chicago,IL,60609,524
Iraq Mission Jonathan Webb,2023-12-01 00:00:00.000 Z,Jupiter,FL,33458,6305
Compass Christian Church,2023-06-01 00:00:00.000 Z,Chandler,AZ,85286,2636
Mercy Court,2024-07-01 00:00:00.000 Z,Baltimore,MD,21212,3256
The door CFM Church,2024-03-01 00:00:00.000 Z,Lubbock,TX,79413,125
A Word for the Journey,2024-09-01 00:00:00.000 Z,Kokomo,IN,46902,440
Calvary Church,2021-08-01 00:00:00.000 Z,Bentonville,AR,72712,6882
"First Methodist Church Dumas, TX",2023-08-01 00:00:00.000 Z,Quanah,TX,79252,462
Journey Church,2024-07-01 00:00:00.000 Z,La Porte,IN,46350,431
Mabank First A/G,2022-12-01 00:00:00.000 Z,Mabank,TX,75147,267
New Life Christian Church,2024-04-01 00:00:00.000 Z,Chantilly,VA,20151,6
Canyon Creek Baptist Church,2023-08-01 00:00:00.000 Z,Temple,TX,76502,841
GSS GEORGIA,2024-11-01 00:00:00.000 Z,Dacula,GA,30019,352
KBI Church ,2024-12-01 00:00:00.000 Z,Olympia,WA,98502,429
Bethel Lutheran Church - Battle Lake Campus,2024-12-01 00:00:00.000 Z,Battle Lake,MN,56515,212
Compassion Church McEwen ,2024-04-01 00:00:00.000 Z,Mc Ewen,TN,37101,12094
The door CFM Church,2023-07-01 00:00:00.000 Z,Lubbock,TX,79413,149
Anchor Church,2024-03-01 00:00:00.000 Z,Boynton Beach,FL,33436,14561
Prayer at the Heart,2023-08-01 00:00:00.000 Z,Westlake,OH,44145,389
CityChurch Charlotte,2025-01-01 00:00:00.000 Z,Charlotte,NC,28205,5963
Wea Ridge Baptist Church,2025-01-01 00:00:00.000 Z,Lafayette,IN,47909,322
FiveTwo Network,2021-11-01 00:00:00.000 Z,Thornton,CO,80602,118
Cross Roads Student Ministry,2024-08-01 00:00:00.000 Z,Mount Joy,PA,17552,882
Victory Fellowship Church,2024-01-01 00:00:00.000 Z,Dickson,TN,37055,318
Little Rock AME Zion,2023-05-01 00:00:00.000 Z,Charlotte,NC,28204,22
New Bethel Baptist Church,2023-12-01 00:00:00.000 Z,Evansville,IN,47712,1558
Brown Deer Baptist Church,2023-02-01 00:00:00.000 Z,Brown Deer,WI,53223,39
"National Coalition of 100 Black Women, Inc. Fort Worth Metropolitan Chapter",2023-10-01 00:00:00.000 Z,Fort Worth,TX,76135,1625
Ministry Dynamics,2024-07-01 00:00:00.000 Z,Sonora,CA,95370,171
Eleventh Element,2024-12-01 00:00:00.000 Z,Boynton Beach,FL,33435,53
Celebrate! Family Church,2024-12-01 00:00:00.000 Z,Mount Morris,NY,14510,49
Paradigm Church ,2024-12-01 00:00:00.000 Z,Norman,OK,73072,6835
Prayer at the Heart,2023-09-01 00:00:00.000 Z,Westlake,OH,44145,203
Community Christian Church,2023-10-01 00:00:00.000 Z,Downers Grove,IL,60515,44
FiveTwo Network,2021-09-01 00:00:00.000 Z,Thornton,CO,80602,340
Church  of The Living God,2023-07-01 00:00:00.000 Z,Philadelphia,PA,19133,3
Kourtney Ludwig,2024-04-01 00:00:00.000 Z,Wentzville,MO,63385,91
Circle of Love Empowerment Bible Study,2023-05-01 00:00:00.000 Z,La Porte,TX,77571,37
Iglesia Ciudad de Gracia,2023-08-01 00:00:00.000 Z,Chicago,IL,60609,1159
Pentecostal Evangelistic Outreach Church,2024-10-01 00:00:00.000 Z,Brooklyn,NY,11216,323
Woodburn Missionary Church,2024-06-01 00:00:00.000 Z,Woodburn,IN,46797,1911
The Vineyard Church,2024-10-01 00:00:00.000 Z,Normal,IL,61761,1310
North Valley Church,2024-08-01 00:00:00.000 Z,Phoenix,AZ,85085,72
MQOA | Mary Queen of the Apostles Parish,2022-05-01 00:00:00.000 Z,Salem,MA,01970-3248,10
Woodburn Missionary Church,2024-01-01 00:00:00.000 Z,Woodburn,IN,46797,9
Only Believe Church Urbana,2024-10-01 00:00:00.000 Z,Urbana,OH,43078,30
Influence International Church,2024-02-01 00:00:00.000 Z,Garland,TX,75040-8007,3926
Gente Church ,2023-05-01 00:00:00.000 Z,Redlands,CA,92374,195
Eleventh Element,2023-11-01 00:00:00.000 Z,Boynton Beach,FL,33435,1473
GSTB,2024-07-01 00:00:00.000 Z,Rome,GA,30165,113
Beulah Faith Community Church of the Nazarene,2023-10-01 00:00:00.000 Z,Beulah,ND,58523,53
Grace Life Community Church,2022-06-01 00:00:00.000 Z,Bristow,VA,20136,2
Limitless Ministries,2023-12-01 00:00:00.000 Z,Sharon,PA,16146,44
Church3TwentyOne,2023-01-01 00:00:00.000 Z,Sylvania,OH,43560,15
New Life Christian Church,2024-10-01 00:00:00.000 Z,Chantilly,VA,20151,8861
Awaken church Midlothian ,2024-10-01 00:00:00.000 Z,Midlothian,TX,76065,5
Backyard Bible Study,2024-01-01 00:00:00.000 Z,Kinder,LA,70648,51
The church of Christ on McDermott Road,2023-12-01 00:00:00.000 Z,Plano,TX,75025,11
"Sycamore Professional Counseling, LLC",2023-09-01 00:00:00.000 Z,Columbus,OH,43214,7
Hearts For The Homeless,2024-07-01 00:00:00.000 Z,Madison,MS,39110,77
Hope Alive Ministry ,2024-10-01 00:00:00.000 Z,Midland,GA,31820,4
Mimosa Ct. Community Builders,2022-05-01 00:00:00.000 Z,Gardner,KS,66030,10
Gente Church ,2023-07-01 00:00:00.000 Z,Redlands,CA,92374,12
Awaken church Midlothian ,2024-12-01 00:00:00.000 Z,Midlothian,TX,76065,14
The door CFM Church,2023-01-01 00:00:00.000 Z,Lubbock,TX,79413,11
Hope NoMad Church,2021-09-01 00:00:00.000 Z,New York,NY,,58
Word & Spirit Church,2024-04-01 00:00:00.000 Z,Soddy Daisy,TN,37379,34
GSTB,2024-01-01 00:00:00.000 Z,Rome,GA,30165,2
Gente Church ,2023-08-01 00:00:00.000 Z,Redlands,CA,92374,18
Vitalize Church,2024-04-01 00:00:00.000 Z,Hardy ,VA,24101,14
FUMC-CC,2022-07-01 00:00:00.000 Z,Corpus Christi,TX,78401,1
Calimesa Worship Center,2024-06-01 00:00:00.000 Z,Calimesa,CA,92320,10
Awaken church Midlothian ,2024-04-01 00:00:00.000 Z,Midlothian,TX,76065,6
International Commission,2024-12-01 00:00:00.000 Z,Lewisville,TX,75067,7
Christ Church*,2025-02-01 00:00:00.000 Z,Rockaway,NJ,07866,37
St Mark Missionary Baptist Church ,2025-02-01 00:00:00.000 Z,Toledo,OH,43615,53
Arabic Family Center,2025-02-01 00:00:00.000 Z,Revere,MA,02151,4
Only Believe Church Urbana,2024-05-01 00:00:00.000 Z,Urbana,OH,43078,29
Zellwood UMC,2024-06-01 00:00:00.000 Z,Zellwood,FL,32798,5
Office Highlands Organization,2024-06-01 00:00:00.000 Z,Paso Robles,CA,93446,7678
New Found Life Kingdom Church,2024-10-01 00:00:00.000 Z,Bronx,NY,10469,1
Arrows Church,2022-04-01 00:00:00.000 Z,Papillion,NE,68046,12
The Vineyard Church,2025-02-01 00:00:00.000 Z,Normal,IL,61761,48
Bellefontaine First Church of God,2025-02-01 00:00:00.000 Z,Bellefontaine,OH,43311,784
New St. Luke M. B. Church Dundee,2025-02-01 00:00:00.000 Z,Dundee,FL,33838,363
Hillside Wesleyan Church,2025-02-01 00:00:00.000 Z,North Street,MI,48049,613
Beulah Faith Community Church of the Nazarene,2024-06-01 00:00:00.000 Z,Beulah,ND,58523,24
Liberty Church,2025-01-01 00:00:00.000 Z,Schenectady,NY,12304-3119,5977
Pastor Chris Attaway,2025-02-01 00:00:00.000 Z,Bedford,OH,44146,12385
f2fmi,2025-01-01 00:00:00.000 Z,New London,CT,06320,1880
Harvest Assembly of God,2024-11-01 00:00:00.000 Z,Galloway,OH,43119,491
The River Coshocton Church,2024-12-01 00:00:00.000 Z,Coshocton,OH,43812,16567
Sharon RP Church,2024-12-01 00:00:00.000 Z,Mediapolis,IA,52637,549
Charleston First Assembly of God,2023-08-01 00:00:00.000 Z,Charleston,SC,29414,1031
"Sure Connexions, Inc.",2024-11-01 00:00:00.000 Z,Kennesaw,GA,30144,1026
Zion's Cause,2023-10-01 00:00:00.000 Z,Benton,KY,42025,376
True Life Church,2022-08-01 00:00:00.000 Z,Jefferson City,TN,37760-4929,122
His Way Fellowship,2024-09-01 00:00:00.000 Z,Melfa,VA,23410,883
Alan Bailey,2024-04-01 00:00:00.000 Z,Robertsdale,AL,36567,1375
First SDA Church - Springfield TN,2023-01-01 00:00:00.000 Z,Springfield,TN,37172,95
Rochester Christian Church,2024-08-01 00:00:00.000 Z,Rochester,MI,48306,13544
Restoration Vineyard Church,2024-10-01 00:00:00.000 Z,Chattanooga,TN,37421,1204
AMERICA ORA Y ADORA - Canzion Group LP,2022-04-01 00:00:00.000 Z,Spring,TX,77388,27951
180 City Church,2023-10-01 00:00:00.000 Z,Sylmar,CA,91342,863
Life Point Church,2024-09-01 00:00:00.000 Z,Mentor,OH,44060,6929
Freedom Church ,2024-08-01 00:00:00.000 Z,Richmond,VA,23228,1264
The A.M.E. Zion Church,2024-01-01 00:00:00.000 Z,Charlotte,NC,28217,2044
Kyles Temple,2024-07-01 00:00:00.000 Z,Sacramento,CA,95817,12270
Greater New Grove Christian Worship Center Church ,2024-10-01 00:00:00.000 Z,Houston,TX,77050,262
Innovation,2023-08-01 00:00:00.000 Z,Lafayette,IN,47909,14
The Jesus Pattern,2023-07-01 00:00:00.000 Z,Clarksville,TN,37042-4548,99
Fresh Faith Community Church of the Nazarene ,2023-01-01 00:00:00.000 Z,Mount Gilead,OH,43338,32
Southside Community Fellowship,2023-02-01 00:00:00.000 Z,Billings,MT,59101,17
Realife Church,2024-02-01 00:00:00.000 Z,Salem,OH,44460,100
Church of the Messiah,2023-07-01 00:00:00.000 Z,Chesapeake,VA,23320,333
Lutheran Church of Webster Gardens,2022-03-01 00:00:00.000 Z,Saint Louis,MO,63119,936
Quarry Rock Church,2023-10-01 00:00:00.000 Z,Dell Rapids,SD,57022,344
Newhope,2025-01-01 00:00:00.000 Z,Puyallup,WA,98373,427
Browers Wesleyan Church,2025-01-01 00:00:00.000 Z,Asheboro,NC,27205,6918
Journey Church Students,2025-01-01 00:00:00.000 Z,Caledonia,MI,49316,419
The City Worship Center,2025-01-01 00:00:00.000 Z,Huntsville,AL,35801,4
Zeal Church,2025-01-01 00:00:00.000 Z,Nashville,TN,37209,1170
The Jesus Pattern,2025-01-01 00:00:00.000 Z,Clarksville,TN,37042-4548,17
Charleston First Assembly of God,2023-03-01 00:00:00.000 Z,Charleston,SC,29414,1878
Heritage Church,2023-05-01 00:00:00.000 Z,Santa Maria,CA,93455,110
Alma School Road Church of Christ,2024-05-01 00:00:00.000 Z,Chandler,AZ,85224-4315,88
Quarry Rock Church,2024-11-01 00:00:00.000 Z,Dell Rapids,SD,57022,206
Southside Community Fellowship,2023-08-01 00:00:00.000 Z,Billings,MT,59101,96
 New Vision COG,2024-02-01 00:00:00.000 Z,Dayton,OH,45402,35
Maranatha The House of Prayer.,2023-10-01 00:00:00.000 Z,Washington,DC,20011,25
Calvary United Methodist Church,2023-07-01 00:00:00.000 Z,Ripley,WV,25271,73
North Ridge Church,2021-09-01 00:00:00.000 Z,Asheboro,NC,,27
Oasis Worship Center,2024-10-01 00:00:00.000 Z,Panama City Beach,FL,32407,346
Covenant Counseling and Coaching,2022-11-01 00:00:00.000 Z,Oklahoma City ,OK,73162,22
Faith Community Church of Coopersville,2023-09-01 00:00:00.000 Z,Coopersville,MI,49404,15
Columbia Metro Baptist Association,2024-05-01 00:00:00.000 Z,Columbia,SC,29209,838
Fatherhood Foundation of VA,2023-06-01 00:00:00.000 Z,Richmond,VA,23230,429
Oasis Worship Center,2024-03-01 00:00:00.000 Z,Panama City Beach,FL,32407,184
Starr Rise,2023-07-01 00:00:00.000 Z,Raeford,NC,28376,4
Phil M Penrod,2024-07-01 00:00:00.000 Z,Saint Louis,MO,63128-3149,28
Corporate Chaplains of America,2024-06-01 00:00:00.000 Z,Cleveland,TN,37312,284
St. Cecilia Catholic Church,2024-03-01 00:00:00.000 Z,Claremore,OK,74017,2
The Light Church WPB,2023-12-01 00:00:00.000 Z,West Palm Beach,FL,33405,22
The Light Church WPB,2023-07-01 00:00:00.000 Z,West Palm Beach,FL,33405,1650
Oak Gardens,2024-04-01 00:00:00.000 Z,Dallas,TX,75224,17
FIRST ALLIANCE CHURCH,2022-04-01 00:00:00.000 Z,Columbus,OH,43220-2236,68
Discovery Community Church,2023-08-01 00:00:00.000 Z,Gilbert,AZ,85295,67
Revival International Church,2024-10-01 00:00:00.000 Z,Mankato,MN,56001,39
Friends Worship Center,2024-03-01 00:00:00.000 Z,Columbus,OH,43223,939
Covenant Counseling and Coaching,2023-01-01 00:00:00.000 Z,Oklahoma City ,OK,73162,4
The Light Church WPB,2023-11-01 00:00:00.000 Z,West Palm Beach,FL,33405,25
Southside Community Fellowship,2023-03-01 00:00:00.000 Z,Billings,MT,59101,26
Harmony Church,2022-12-01 00:00:00.000 Z,Avon,IN,46123,357
Charlotte County Community Choir,2024-07-01 00:00:00.000 Z,Farmville,VA,23901,166
"Rebaño Compañerismo Cristiano-Chicago, Illinois",2023-04-01 00:00:00.000 Z,Chicago,IL,60622-2941,21
St. Philip Lutheran Church,2023-11-01 00:00:00.000 Z,Myrtle Beach,SC,29572,468
Cascade Hills Church,2022-09-01 00:00:00.000 Z,Columbus,GA,31904,2
Monroe City Church,2023-08-01 00:00:00.000 Z,Monroe,MI,48162,18
Redeemer Church,2023-07-01 00:00:00.000 Z,Milwaukee,WI,53220,2
Cru Church Movements,2023-08-01 00:00:00.000 Z,Buckner,MO,64016-8237,3
Holy Spirit Anglican Church,2024-09-01 00:00:00.000 Z,Billings,MT,59104,8
Holy Spirit Anglican Church,2024-08-01 00:00:00.000 Z,Billings,MT,59104,13
